ID,Purchasing_Document_Number,Item_Number_of_Purchasing_Document,Is_the_order_deleted,Purchasing_Document_Item _Date,Material_Number,Net_Price_in_Purchasing_Document_(in Document Currency),Account_Assignment_Category,Created_On,Flag_Material_for_Deletion_at_Client_Level,Base_Unit_of_Measure,Net_Weight
4000006716_10,4000006716,10,,2023-10-04,56590158,10000,Vendor,2014-10-07,,KG,5.0
45005925_10,45005925,10,,2023-10-04,56620405,10000,Vendor,2019-07-03,,KG,15.0
4500171092_40,4500171092,40,,2023-10-04,55047521,10000,Vendor,2020-10-29,,KG,10.0
4210140489_20,4210140489,20,,2023-10-04,7054387,10000,Vendor,2023-09-29,,UN,0.0
45005913_10,45005913,10,,2023-10-04,100030,10000,Vendor,2019-04-19,,KG,15.0
4220039780_10,4220039780,10,,2023-10-04,,207020,Partnership,,,,
4210139493_50,4210139493,50,,2023-10-04,7054260,88460,Vendor,2023-08-21,,UN,0.0
4300013050_10,4300013050,10,,2023-10-04,9000040,10000,Partnership,2010-10-02,,UN,0.0
4210139493_10,4210139493,10,,2023-10-04,7054257,10000,Vendor,2023-08-18,,UN,0.0
4210140541_10,4210140541,10,,2023-10-05,,23200,Partnership,,,,
4220039788_80,4220039788,80,,2023-10-05,,92750,Partnership,,,,
4210140514_10,4210140514,10,,2023-10-05,7045933,10000,Vendor,2017-11-16,,UN,0.0
4220039788_70,4220039788,70,,2023-10-05,,180500,Partnership,,,,
4220039788_60,4220039788,60,,2023-10-05,,180500,Partnership,,,,
4210140540_10,4210140540,10,,2023-10-05,,5130,Partnership,,,,
4210140449_20,4210140449,20,,2023-10-05,,10000,Partnership,,,,
4500171162_1,4500171162,1,,2023-10-05,,10000,Partnership,,,,
4500171159_1,4500171159,1,,2023-10-05,,10000,Partnership,,,,
4500171124_1,4500171124,1,,2023-10-05,,24500,Partnership,,,,
4220039788_50,4220039788,50,,2023-10-05,,180500,Partnership,,,,
4220039788_40,4220039788,40,,2023-10-05,,92750,Partnership,,,,
4220039788_30,4220039788,30,,2023-10-05,,180500,Partnership,,,,
45005924_10,45005924,10,,2023-10-05,100167,7860,Vendor,2019-04-19,,KG,20.0
4210140532_10,4210140532,10,,2023-10-05,,10000,Partnership,,,,
4500171127_1,4500171127,1,,2023-10-05,,5000,Partnership,,,,
4210140535_10,4210140535,10,,2023-10-05,7020430,5000,Vendor,2007-06-19,,M3,0.0
4220039788_110,4220039788,110,,2023-10-05,,180500,Partnership,,,,
4220039788_20,4220039788,20,,2023-10-05,,356000,Partnership,,,,
4500171156_10,4500171156,10,,2023-10-05,55053911,10000,Vendor,2020-10-29,,KG,25.0
4210140506_10,4210140506,10,,2023-10-05,7012787,44260,Vendor,2005-12-03,,KG,10.0
4210140539_10,4210140539,10,,2023-10-05,,2117500,Partnership,,,,
4500171155_10,4500171155,10,,2023-10-05,55051391,10000,Vendor,2020-12-04,,KG,20.0
45005918_10,45005918,10,,2023-10-05,100091,10000,Vendor,2019-04-19,,KG,5.0
4210140449_10,4210140449,10,,2023-10-05,,10000,Partnership,,,,
4220039788_100,4220039788,100,,2023-10-05,,180500,Partnership,,,,
4500171147_10,4500171147,10,,2023-10-05,55047521,10000,Vendor,2020-10-29,,KG,10.0
4500171137_10,4500171137,10,,2023-10-05,55047521,10000,Vendor,2020-10-29,,KG,10.0
4210140494_10,4210140494,10,,2023-10-05,,4132500,Partnership,,,,
4210140494_40,4210140494,40,,2023-10-05,,4132500,Partnership,,,,
4500171135_1,4500171135,1,,2023-10-05,,133700,Partnership,,,,
4210140494_20,4210140494,20,,2023-10-05,,4132500,Partnership,,,,
4220039788_90,4220039788,90,,2023-10-05,,92750,Partnership,,,,
5500008025_10,5500008025,10,,2023-10-05,110402,374850,Vendor,1998-08-28,,KG,15.0
4210140494_30,4210140494,30,,2023-10-05,,4132500,Partnership,,,,
4220039788_10,4220039788,10,,2023-10-05,,180500,Partnership,,,,
4210139877_10,4210139877,10,,2023-10-05,7041941,10000,Vendor,2015-03-29,,UN,0.0
4210140523_10,4210140523,10,,2023-10-05,7048318,7080,Vendor,2018-11-20,,UN,0.0
4500171133_1,4500171133,1,,2023-10-05,,10000,Partnership,,,,
45005929_10,45005929,10,,2023-10-05,100149,118360,Vendor,2019-04-19,,KG,10.0
4500171126_1,4500171126,1,,2023-10-05,,5000,Partnership,,,,
4500171129_1,4500171129,1,,2023-10-05,,5000,Partnership,,,,
4500171149_1,4500171149,1,,2023-10-05,,10000,Partnership,,,,
4220039788_120,4220039788,120,,2023-10-05,,92750,Partnership,,,,
4210140521_10,4210140521,10,,2023-10-05,7049260,10330,Vendor,2019-10-02,,L,0.0
4500162737_10,4500162737,10,,2023-10-05,166505,10000,Vendor,1998-08-28,,UN,0.0
4500171160_1,4500171160,1,,2023-10-05,,196620,Partnership,,,,
4210140507_10,4210140507,10,,2023-10-05,7046088,36590,Vendor,2017-12-07,,L,0.0
4210140536_10,4210140536,10,,2023-10-05,,5130,Partnership,,,,
4500171125_1,4500171125,1,,2023-10-05,,5000,Partnership,,,,
4210140533_10,4210140533,10,,2023-10-05,,10000,Partnership,,,,
4210140545_10,4210140545,10,,2023-10-05,,5130,Partnership,,,,
4210140515_10,4210140515,10,,2023-10-05,,127330,Partnership,,,,
4500170770_10,4500170770,10,,2023-10-05,33310821,10000,Vendor,2022-09-27,,UN,0.0
4210140332_10,4210140332,10,,2023-10-05,,10000,Partnership,,,,
4220039796_30,4220039796,30,,2023-10-05,,44000,Partnership,,,,
4220039796_10,4220039796,10,,2023-10-05,,44000,Partnership,,,,
5500008202_10,5500008202,10,,2023-10-05,922400,10000,Vendor,2007-11-14,,KG,15.0
4500171150_1,4500171150,1,,2023-10-05,,10000,Partnership,,,,
4210140520_30,4210140520,30,,2023-10-05,7048908,18390,Vendor,2019-06-14,,UN,0.0
4210140520_10,4210140520,10,,2023-10-05,7000127,10000,Vendor,2005-12-03,,UN,0.0
4210140520_40,4210140520,40,,2023-10-05,7048909,10000,Vendor,2019-06-14,,UN,0.0
4500171161_1,4500171161,1,,2023-10-05,,156580,Partnership,,,,
4300012629_10,4300012629,10,,2023-10-05,30040002,10000,Vendor,1998-10-01,,KG,5.0
4220039796_20,4220039796,20,,2023-10-05,,44000,Partnership,,,,
4210140511_20,4210140511,20,,2023-10-05,7050514,10000,Vendor,2020-10-12,,L,0.0
4210140511_10,4210140511,10,,2023-10-05,7042001,10000,Vendor,2015-04-01,,UN,0.0
4500171128_1,4500171128,1,,2023-10-05,,5000,Partnership,,,,
4210140434_10,4210140434,10,,2023-10-05,,1817850,Partnership,,,,
4500171123_1,4500171123,1,,2023-10-05,,96000,Partnership,,,,
45005930_10,45005930,10,,2023-10-05,52560408,10000,Vendor,2023-03-20,,KG,25.0
45005797_20,45005797,20,,2023-10-05,52560409,10000,Vendor,2023-04-06,,KG,20.0
45005797_10,45005797,10,,2023-10-05,52560409,10000,Vendor,2023-04-06,,KG,20.0
4210140511_30,4210140511,30,,2023-10-05,7039611,10000,Vendor,2013-10-29,,UN,0.0
4210140316_10,4210140316,10,,2023-10-05,7000489,60120,Vendor,2005-12-03,,UN,0.0
4500171130_1,4500171130,1,,2023-10-05,,5000,Partnership,,,,
4210140547_10,4210140547,10,,2023-10-05,,5130,Partnership,,,,
4210140528_20,4210140528,20,,2023-10-05,,10000,Partnership,,,,
4210140528_30,4210140528,30,,2023-10-05,,10000,Partnership,,,,
4210140440_10,4210140440,10,,2023-10-05,,10000,Partnership,,,,
4220039265_100,4220039265,100,,2023-10-05,,10000,Partnership,,,,
4220039265_110,4220039265,110,,2023-10-05,,10000,Partnership,,,,
4210140493_10,4210140493,10,,2023-10-05,,5130,Partnership,,,,
4210140525_10,4210140525,10,,2023-10-05,,77800,Partnership,,,,
4210140528_10,4210140528,10,,2023-10-05,,10000,Partnership,,,,
4210140542_20,4210140542,20,,2023-10-05,7051683,10000,Vendor,2021-07-02,,UN,0.0
4210140522_10,4210140522,10,,2023-10-05,7054359,10000,Vendor,2023-09-18,,UN,0.0
4210140509_20,4210140509,20,,2023-10-05,7051000,10000,Vendor,2021-01-15,,UN,0.0
4210140509_10,4210140509,10,,2023-10-05,7019061,10000,Vendor,2006-10-30,,UN,0.0
4210140509_30,4210140509,30,,2023-10-05,7053546,10000,Vendor,2022-12-21,,UN,0.0
4230002684_10,4230002684,10,,2023-10-05,,10000,Partnership,,,,
4210140503_10,4210140503,10,,2023-10-05,7043191,10000,Vendor,2016-02-02,,UN,0.0
4500171141_10,4500171141,10,,2023-10-05,133633,55700,Vendor,2013-06-24,,KG,20.0
4210140542_10,4210140542,10,,2023-10-05,7051681,10000,Vendor,2021-07-02,,UN,0.0
4210140528_40,4210140528,40,,2023-10-05,,10000,Partnership,,,,
4210140538_20,4210140538,20,,2023-10-05,,10000,Partnership,,,,
4210140538_10,4210140538,10,,2023-10-05,,10000,Partnership,,,,
4210140516_40,4210140516,40,,2023-10-05,7023706,10000,Vendor,2007-12-18,,UN,0.0
4210140516_30,4210140516,30,,2023-10-05,7053226,10000,Vendor,2022-08-24,,UN,0.0
4210140516_10,4210140516,10,,2023-10-05,7026695,10000,Vendor,2007-12-18,,UN,0.0
4400010178_1,4400010178,1,,2023-10-05,,8996190,Partnership,,,,
4210140527_10,4210140527,10,,2023-10-05,7036575,20080,Vendor,2012-08-13,,UN,0.0
6000037632_10,6000037632,10,,2023-10-05,7027730,5000,Vendor,2007-12-18,,UN,0.0
4210140518_10,4210140518,10,,2023-10-05,7024844,10000,Vendor,2007-12-18,,UN,0.0
4210140517_20,4210140517,20,,2023-10-05,7054396,10000,Vendor,2023-10-04,,UN,0.0
4210140517_40,4210140517,40,,2023-10-05,7050169,10000,Vendor,2020-06-30,,UN,0.0
4210140517_30,4210140517,30,,2023-10-05,7023589,10000,Vendor,2007-12-18,,UN,0.0
4210140517_50,4210140517,50,,2023-10-05,7050170,10000,Vendor,2020-06-30,,UN,0.0
4210140517_10,4210140517,10,,2023-10-05,7054395,10000,Vendor,2023-10-04,,UN,0.0
4500171139_10,4500171139,10,,2023-10-05,55064701,10000,Vendor,2021-02-23,,KG,20.0
4210140534_10,4210140534,10,,2023-10-05,,10000,Partnership,,,,
4300012613_10,4300012613,10,,2023-10-05,33315106,10000,Vendor,2020-01-13,,KG,25.0
4300012676_10,4300012676,10,,2023-10-05,33315106,10000,Vendor,2020-01-13,,KG,25.0
4210140538_30,4210140538,30,,2023-10-05,,10000,Partnership,,,,
4210140513_20,4210140513,20,,2023-10-05,7046655,10000,Vendor,2018-05-15,,UN,0.0
4210140513_10,4210140513,10,,2023-10-05,7046652,10000,Vendor,2018-05-15,,UN,0.0
4210140270_30,4210140270,30,,2023-10-05,,5130,Partnership,,,,
4210140270_20,4210140270,20,,2023-10-05,,5130,Partnership,,,,
4300012872_30,4300012872,30,,2023-10-05,55049801,10000,Vendor,2019-07-29,,KG,25.0
4300013054_10,4300013054,10,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013054_20,4300013054,20,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013054_30,4300013054,30,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013054_40,4300013054,40,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013054_50,4300013054,50,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013054_60,4300013054,60,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013054_70,4300013054,70,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013054_80,4300013054,80,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013054_90,4300013054,90,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013054_100,4300013054,100,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4500171148_30,4500171148,30,,2023-10-05,55056001,10000,Vendor,2021-02-23,,KG,10.0
4500171148_40,4500171148,40,,2023-10-05,55055201,10000,Vendor,2021-02-23,,KG,10.0
4500171148_50,4500171148,50,,2023-10-05,55056201,10000,Vendor,2020-10-28,,KG,10.0
4300013054_110,4300013054,110,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013054_120,4300013054,120,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4500171148_20,4500171148,20,,2023-10-05,55060501,10000,Vendor,2021-02-23,,KG,25.0
4500166969_10,4500166969,10,,2023-10-05,55055001,10000,Vendor,2021-02-23,,KG,20.0
4210140516_20,4210140516,20,,2023-10-05,7026613,10000,Vendor,2007-12-18,,UN,0.0
4300012872_20,4300012872,20,,2023-10-05,55050601,10000,Vendor,2019-07-29,,KG,10.0
4300012872_10,4300012872,10,,2023-10-05,55049901,6300,Vendor,2019-07-29,,KG,20.0
4210140270_10,4210140270,10,,2023-10-05,,5130,Partnership,,,,
4220039794_10,4220039794,10,,2023-10-05,,10000,Partnership,,,,
4220039792_10,4220039792,10,,2023-10-05,,10000,Partnership,,,,
4210140412_10,4210140412,10,,2023-10-05,,5130,Partnership,,,,
4220039786_10,4220039786,10,,2023-10-05,,10000,Partnership,,,,
4220039785_10,4220039785,10,,2023-10-05,,10000,Partnership,,,,
4300013054_210,4300013054,210,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013054_200,4300013054,200,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013054_190,4300013054,190,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013054_180,4300013054,180,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013054_170,4300013054,170,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013054_160,4300013054,160,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013054_150,4300013054,150,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013054_140,4300013054,140,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013054_130,4300013054,130,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4500171138_10,4500171138,10,,2023-10-05,55061101,10000,Partnership,2020-10-29,,KG,25.0
4500171140_10,4500171140,10,,2023-10-05,55047521,10000,Vendor,2020-10-29,,KG,10.0
4300012872_40,4300012872,40,,2023-10-05,55050201,10000,Vendor,2019-07-29,,KG,20.0
4220039790_10,4220039790,10,,2023-10-05,,10000,Partnership,,,,
4500171148_10,4500171148,10,,2023-10-05,55057001,10000,Vendor,2020-10-29,,KG,25.0
4300013055_20,4300013055,20,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013055_10,4300013055,10,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013055_110,4300013055,110,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013055_120,4300013055,120,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013055_40,4300013055,40,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013055_50,4300013055,50,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013055_60,4300013055,60,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013055_70,4300013055,70,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013055_80,4300013055,80,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4210140531_10,4210140531,10,,2023-10-05,,5130,Partnership,,,,
4220039793_10,4220039793,10,,2023-10-05,,700500,Partnership,,,,
4300013055_90,4300013055,90,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013055_30,4300013055,30,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4300013055_100,4300013055,100,,2023-10-05,9000087,10000,Partnership,2010-10-02,,UN,0.0
4210140504_10,4210140504,10,,2023-10-05,7020140,10000,Vendor,2007-04-24,,UN,0.0
4220039787_10,4220039787,10,,2023-10-05,,10000,Partnership,,,,
4210140553_10,4210140553,10,,2023-10-06,,10000,Partnership,,,,
4220035785_110,4220035785,110,,2023-10-06,,1981000,Partnership,,,,
4210140595_10,4210140595,10,,2023-10-06,,10000,Partnership,,,,
4210140480_10,4210140480,10,,2023-10-06,,5130,Partnership,,,,
4500168005_10,4500168005,10,,2023-10-06,910114,56350,Vendor,1998-10-01,,UN,0.0
4210140588_10,4210140588,10,,2023-10-06,,10000,Partnership,,,,
4300012744_10,4300012744,10,,2023-10-06,33310811,10000,Vendor,2022-07-06,,UN,0.0
4300012612_10,4300012612,10,,2023-10-06,33315106,10000,Vendor,2020-01-13,,KG,25.0
4210140586_10,4210140586,10,,2023-10-06,,10000,Partnership,,,,
4500171163_200,4500171163,200,,2023-10-06,,10000,Partnership,,,,
4500171163_190,4500171163,190,,2023-10-06,,10000,Partnership,,,,
4220035785_120,4220035785,120,,2023-10-06,,993000,Partnership,,,,
4500171163_120,4500171163,120,,2023-10-06,,10000,Partnership,,,,
4500171163_130,4500171163,130,,2023-10-06,,10000,Partnership,,,,
4500171163_270,4500171163,270,,2023-10-06,,10000,Partnership,,,,
4500171163_280,4500171163,280,,2023-10-06,,10000,Partnership,,,,
4500171163_290,4500171163,290,,2023-10-06,,10000,Partnership,,,,
4500171163_300,4500171163,300,,2023-10-06,,10000,Partnership,,,,
4500171163_310,4500171163,310,,2023-10-06,,10000,Partnership,,,,
4500171163_320,4500171163,320,,2023-10-06,,10000,Partnership,,,,
4500171163_210,4500171163,210,,2023-10-06,,10000,Partnership,,,,
4500171163_80,4500171163,80,,2023-10-06,,10000,Partnership,,,,
4500171163_160,4500171163,160,,2023-10-06,,10000,Partnership,,,,
4500171163_170,4500171163,170,,2023-10-06,,10000,Partnership,,,,
4500171163_20,4500171163,20,,2023-10-06,,10000,Partnership,,,,
4500171163_90,4500171163,90,,2023-10-06,,10000,Partnership,,,,
4500171163_150,4500171163,150,,2023-10-06,,10000,Partnership,,,,
4500171163_220,4500171163,220,,2023-10-06,,10000,Partnership,,,,
4500171163_110,4500171163,110,,2023-10-06,,10000,Partnership,,,,
4210140585_10,4210140585,10,,2023-10-06,7054388,10000,Vendor,2023-09-29,,UN,0.0
4210140590_10,4210140590,10,,2023-10-06,,10000,Partnership,,,,
4500169706_10,4500169706,10,,2023-10-06,30030201,10000,Partnership,2013-01-08,,KG,5.0
4210139170_40,4210139170,40,,2023-10-06,7021842,10000,Vendor,2007-12-18,,UN,0.0
4210140602_20,4210140602,20,,2023-10-06,7028333,10000,Vendor,2007-12-18,,UN,0.0
4220039801_10,4220039801,10,,2023-10-06,,44582000,Partnership,,,,
4220039797_10,4220039797,10,,2023-10-06,,348200,Partnership,,,,
4210140558_10,4210140558,10,,2023-10-06,,5130,Partnership,,,,
4210140581_10,4210140581,10,,2023-10-06,7054397,10000,Vendor,2023-10-05,,UN,0.0
4210140551_310,4210140551,310,,2023-10-06,7054328,5000,Vendor,2023-09-07,,UN,0.0
4210140602_10,4210140602,10,,2023-10-06,7054283,10000,Vendor,2023-08-25,,UN,0.0
4210140551_300,4210140551,300,,2023-10-06,7054329,5000,Vendor,2023-09-07,,UN,0.0
4210140551_260,4210140551,260,,2023-10-06,7042010,5000,Vendor,2015-04-02,,UN,0.0
4210140551_250,4210140551,250,,2023-10-06,7033130,5000,Vendor,2010-09-28,,UN,0.0
4210140551_240,4210140551,240,,2023-10-06,7054330,5000,Vendor,2023-09-07,,UN,0.0
4210140551_220,4210140551,220,,2023-10-06,7049512,5000,Vendor,2019-12-17,,UN,0.0
4210140551_200,4210140551,200,,2023-10-06,7044643,5000,Vendor,2016-11-14,,UN,0.0
4210140571_10,4210140571,10,,2023-10-06,7019845,10000,Vendor,2007-04-24,,UN,0.0
4210140551_270,4210140551,270,,2023-10-06,7043310,5000,Vendor,2016-02-24,,UN,0.0
4210140567_30,4210140567,30,,2023-10-06,7000068,10000,Vendor,2005-12-03,,UN,0.0
4210140599_50,4210140599,50,,2023-10-06,7037700,10000,Vendor,2012-11-21,,UN,0.0
4210140599_60,4210140599,60,,2023-10-06,7037713,10000,Vendor,2012-11-22,,UN,0.0
4210139170_30,4210139170,30,,2023-10-06,7021843,10000,Vendor,2007-12-18,,UN,0.0
4210139170_20,4210139170,20,,2023-10-06,7036934,10000,Vendor,2012-08-24,,UN,0.0
4210140569_10,4210140569,10,,2023-10-06,7053242,39710,Vendor,2022-08-31,,UN,0.0
4500171163_260,4500171163,260,,2023-10-06,,10000,Partnership,,,,
4210140592_10,4210140592,10,,2023-10-06,,47250,Partnership,,,,
4210140600_10,4210140600,10,,2023-10-06,,419570,Partnership,,,,
4210140600_20,4210140600,20,,2023-10-06,7040455,10000,Vendor,2014-06-19,,UN,0.0
6000037635_10,6000037635,10,,2023-10-06,7053342,5000,Vendor,2022-10-05,,UN,0.0
6000037635_20,6000037635,20,,2023-10-06,7047908,5000,Vendor,2018-08-22,,UN,0.0
6000037635_30,6000037635,30,,2023-10-06,7047910,5000,Vendor,2018-08-22,,UN,0.0
6000037635_50,6000037635,50,,2023-10-06,7028347,5000,Vendor,2007-12-18,,UN,0.0
6000037635_40,6000037635,40,,2023-10-06,7043413,5000,Vendor,2016-03-15,,UN,0.0
4210140599_30,4210140599,30,,2023-10-06,7035112,10000,Vendor,2012-01-02,,UN,0.0
4210140599_20,4210140599,20,,2023-10-06,7003084,10000,Vendor,2005-12-03,,UN,0.0
4210140599_10,4210140599,10,,2023-10-06,7002213,10000,Vendor,2005-12-03,,UN,0.0
4210139170_10,4210139170,10,,2023-10-06,7036927,10000,Vendor,2012-08-24,,UN,0.0
4500170401_10,4500170401,10,,2023-10-06,58200450,10000,Partnership,2021-09-23,,L,0.0
4210140587_20,4210140587,20,,2023-10-06,7001747,10000,Vendor,2005-12-03,,UN,0.0
4500171163_250,4500171163,250,,2023-10-06,,10000,Partnership,,,,
4220039806_140,4220039806,140,,2023-10-06,,10000,Partnership,,,,
4220039806_20,4220039806,20,,2023-10-06,,10000,Partnership,,,,
4220039806_10,4220039806,10,,2023-10-06,,10000,Partnership,,,,
6000037633_10,6000037633,10,,2023-10-06,7033553,5000,Vendor,2010-12-10,,UN,0.0
4210139950_20,4210139950,20,,2023-10-06,,10000,Partnership,,,,
4220039806_30,4220039806,30,,2023-10-06,,10000,Partnership,,,,
4500171183_1,4500171183,1,,2023-10-06,,147480,Partnership,,,,
4220039781_20,4220039781,20,,2023-10-06,,778500,Partnership,,,,
4220039781_10,4220039781,10,,2023-10-06,,1350500,Partnership,,,,
4500171163_10,4500171163,10,,2023-10-06,,10000,Partnership,,,,
4210140563_30,4210140563,30,,2023-10-06,7050383,10000,Vendor,2020-09-03,,UN,0.0
4210139582_30,4210139582,30,,2023-10-06,,5130,Partnership,,,,
4210140563_110,4210140563,110,,2023-10-06,7046351,10000,Vendor,2018-02-02,,UN,0.0
4210139582_20,4210139582,20,,2023-10-06,,5130,Partnership,,,,
4210140582_10,4210140582,10,,2023-10-06,,76500,Partnership,,,,
4220039806_130,4220039806,130,,2023-10-06,,10000,Partnership,,,,
4220039806_90,4220039806,90,,2023-10-06,,10000,Partnership,,,,
4220039806_80,4220039806,80,,2023-10-06,,10000,Partnership,,,,
4210140567_10,4210140567,10,,2023-10-06,7000033,10000,Vendor,2005-12-03,,UN,0.0
4220039806_50,4220039806,50,,2023-10-06,,10000,Partnership,,,,
4220039806_100,4220039806,100,,2023-10-06,,10000,Partnership,,,,
4220039806_110,4220039806,110,,2023-10-06,,10000,Partnership,,,,
4220039806_120,4220039806,120,,2023-10-06,,10000,Partnership,,,,
4220039806_150,4220039806,150,,2023-10-06,,10000,Partnership,,,,
4220039806_170,4220039806,170,,2023-10-06,,10000,Partnership,,,,
4210140563_90,4210140563,90,,2023-10-06,7046352,10000,Vendor,2018-02-02,,UN,0.0
4500171163_40,4500171163,40,,2023-10-06,,10000,Partnership,,,,
4220039806_60,4220039806,60,,2023-10-06,,10000,Partnership,,,,
4210140563_60,4210140563,60,,2023-10-06,7044927,10000,Vendor,2017-03-03,,UN,0.0
4220039806_160,4220039806,160,,2023-10-06,,10000,Partnership,,,,
4210140563_20,4210140563,20,,2023-10-06,7050384,10000,Vendor,2020-09-03,,UN,0.0
